[00:08:00]: [Join Announcement] GMC6
[00:08:25]: [Announcement] GMC6   has a Krampus Sack   Completed Achievement [Top 1%]
[00:16:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:16:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:17:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:18:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:19:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
