[11:23:08]: [Join Announcement] GMC6
[12:03:32]: [Announcement] World(Cave) Cleaning —『 The trees come up to my window like the yearning voice of the dumb earth.(Stray Birds-Ranbindranath Tagore)』
[12:03:46]: [Announcement] World(Forest) Cleaning —『 Never be afraid of the moments--thus sings the voice of the everlasting(Stray Birds-Ranbindranath Tagore)』
[12:24:50]: [Leave Announcement] GMC6
[12:26:47]: [Join Announcement] GMC6
[12:27:28]: [Leave Announcement] GMC6
[12:28:34]: [Join Announcement] GMC6
[12:47:32]: [Announcement] World(Cave) Cleaning —『 The mind, sharp but not broad, sticks at every point but does not move.(Stray Birds-Ranbindranath Tagore)』
[12:47:50]: [Announcement] World(Forest) Cleaning —『 It is the tears of the earth that keep here smiles in bloom. (Stray Birds-Ranbindranath Tagore)』
[12:58:35]: [Announcement] Performance Pack: Server cleaning
[13:27:39]: [Announcement] World(Cave) Cleaning —『 The mist, like love, plays upon the heart of the hills and brings out surprises of beauty.(Stray Birds-Ranbindranath Tagore)』
[13:28:00]: [Announcement] World(Forest) Cleaning —『 The stars are not afraid to appear like fireflies.(Stray Birds-Ranbindranath Tagore)』
[13:49:52]: [Announcement] GMC6   befriended Bunnymen 20 times   Completed Achievement [Bunny Leader]
[14:19:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:19:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:20:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:21:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:22:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:23:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
