[00:51:25]: [Join Announcement] GMC6
[00:51:53]: [Announcement] GMC6   has a Krampus Sack   Completed Achievement [Top 1%]
[01:05:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:05:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:06:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:07:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:08:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[01:09:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
